Location,Xylem Type,Species name,Sample number,Sample length,wood density,SW/DW,SWC,Ks,Mean-Ks,max-Ks ,Dv,Dh,VAF,VF,P,P_g, K,Fd,Removed K,removed Fd
T,DP,Dipterocarpus turbinatus,5,153,0.58,1.77,0.77,9.32,8.13,9.32,141.11,169.65,17.59,10.65,0.03,0.0196,0.37,182.78,,
T,DP,Dipterocarpus turbinatus,5,153,0.58,1.77,0.77,7.99,8.13,9.32,141.11,169.65,17.59,10.65,0.04,0.0261,0.4,209,,
T,DP,Dipterocarpus turbinatus,5,153,0.58,1.77,0.77,7.59,8.13,9.32,141.11,169.65,17.59,10.65,0.05,0.0327,0.43,248.04,,
T,DP,Dipterocarpus turbinatus,5,153,0.58,1.77,0.77,8.17,8.13,9.32,141.11,169.65,17.59,10.65,0.06,0.0392,0.52,320.45,,
T,DP,Dipterocarpus turbinatus,5,153,0.58,1.77,0.77,8.56,8.13,9.32,141.11,169.65,17.59,10.65,0.07,0.0458,0.55,391.6,,
T,DP,Dipterocarpus turbinatus,6,185,0.6,1.75,0.75,8.8,10.64,11.8,124.36,174.48,18.3,12.97,0.02,0.0108,0.26,95.18,,
T,DP,Dipterocarpus turbinatus,6,185,0.6,1.75,0.75,11.05,10.64,11.8,124.36,174.48,18.3,12.97,0.03,0.0162,0.37,179.25,,
T,DP,Dipterocarpus turbinatus,6,185,0.6,1.75,0.75,10.44,10.64,11.8,124.36,174.48,18.3,12.97,0.04,0.0216,0.38,225.78,,
T,DP,Dipterocarpus turbinatus,6,185,0.6,1.75,0.75,10.45,10.64,11.8,124.36,174.48,18.3,12.97,0.05,0.027,0.37,282.41,,
T,DP,Dipterocarpus turbinatus,6,185,0.6,1.75,0.75,11.3,10.64,11.8,124.36,174.48,18.3,12.97,0.06,0.0324,0.48,366.53,,
T,DP,Dipterocarpus turbinatus,6,185,0.6,1.75,0.75,11.8,10.64,11.8,124.36,174.48,18.3,12.97,0.07,0.0378,0.5,446.44,,
T,RP,Tectona grandis,1,163.8,0.52,2.17,1.17,4.49,9.9,13.69,122.95,134.19,7.19,5.91,0.02,0.0122,0.51,54.87,,
T,RP,Tectona grandis,1,163.8,0.52,2.17,1.17,7.63,9.9,13.69,122.95,134.19,7.19,5.91,0.03,0.0183,0.69,139.78,,
T,RP,Tectona grandis,1,163.8,0.52,2.17,1.17,8.58,9.9,13.69,122.95,134.19,7.19,5.91,0.04,0.0244,NA,NA,,
T,RP,Tectona grandis,1,163.8,0.52,2.17,1.17,13.69,9.9,13.69,122.95,134.19,7.19,5.91,0.05,0.0305,0.78,417.99,,
T,RP,Tectona grandis,1,163.8,0.52,2.17,1.17,11.55,9.9,13.69,122.95,134.19,7.19,5.91,0.06,0.0366,NA,NA,,
T,RP,Tectona grandis,1,163.8,0.52,2.17,1.17,13.45,9.9,13.69,122.95,134.19,7.19,5.91,0.07,0.0427,0.81,574.99,,
T,RP,Tectona grandis,2,185,0.62,1.92,0.92,7.83,16.9,22.24,132.17,170.46,14.86,9.99,0.02,0.0108,0.17,84.62,,
T,RP,Tectona grandis,2,185,0.62,1.92,0.92,13.79,16.9,22.24,132.17,170.46,14.86,9.99,0.03,0.0162,0.34,223.59,,
T,RP,Tectona grandis,2,185,0.62,1.92,0.92,16.92,16.9,22.24,132.17,170.46,14.86,9.99,0.04,0.0216,0.7,365.92,,
T,RP,Tectona grandis,2,185,0.62,1.92,0.92,19.15,16.9,22.24,132.17,170.46,14.86,9.99,0.05,0.027,0.78,517.45,,
T,RP,Tectona grandis,2,185,0.62,1.92,0.92,21.45,16.9,22.24,132.17,170.46,14.86,9.99,0.06,0.0324,0.87,695.68,,
T,RP,Tectona grandis,2,185,0.62,1.92,0.92,22.24,16.9,22.24,132.17,170.46,14.86,9.99,0.07,0.0378,0.94,841.52,,
T,RP,Tectona grandis,3,184.6,0.6,2.02,1.02,26.33,24.36,26.75,130.78,154.46,11.09,7.75,0.02,0.0108,0.43,285.25,,
T,RP,Tectona grandis,3,184.6,0.6,2.02,1.02,26.75,24.36,26.75,130.78,154.46,11.09,7.75,0.03,0.0163,0.56,434.71,,
T,RP,Tectona grandis,3,184.6,0.6,2.02,1.02,21.57,24.36,26.75,130.78,154.46,11.09,7.75,0.04,0.0217,0.75,467.47,,
T,RP,Tectona grandis,3,184.6,0.6,2.02,1.02,26.71,24.36,26.75,130.78,154.46,11.09,7.75,0.05,0.0271,0.82,723.35,,
T,RP,Tectona grandis,3,184.6,0.6,2.02,1.02,21.79,24.36,26.75,130.78,154.46,11.09,7.75,0.06,0.0325,NA,NA,,
T,RP,Tectona grandis,3,184.6,0.6,2.02,1.02,23.03,24.36,26.75,130.78,154.46,11.09,7.75,0.07,0.0379,NA,NA,,
T,RP,Tectona grandis,4,184.1,0.48,2.4,1.4,15.65,19.69,23.78,109.63,133.46,9.96,9.84,0.02,0.0109,0.26,169.99,,
T,RP,Tectona grandis,4,184.1,0.48,2.4,1.4,23.69,19.69,23.78,109.63,133.46,9.96,9.84,0.03,0.0163,0.93,386.03,,
T,RP,Tectona grandis,4,184.1,0.48,2.4,1.4,18.58,19.69,23.78,109.63,133.46,9.96,9.84,0.04,0.0217,0.91,403.64,,
T,RP,Tectona grandis,4,184.1,0.48,2.4,1.4,23.78,19.69,23.78,109.63,133.46,9.96,9.84,0.05,0.0272,1.22,645.72,,
T,RP,Tectona grandis,4,184.1,0.48,2.4,1.4,17.97,19.69,23.78,109.63,133.46,9.96,9.84,0.06,0.0326,NA,NA,,
T,RP,Tectona grandis,4,184.1,0.48,2.4,1.4,18.48,19.69,23.78,109.63,133.46,9.96,9.84,0.07,0.038,NA,NA,,
T,RP,Tectona grandis,5,165.8,0.51,2.31,1.31,18.79,22.28,24.8,130.87,161.47,16.53,11.48,0.02,0.0121,0.34,226.71,,
T,RP,Tectona grandis,5,165.8,0.51,2.31,1.31,24.01,22.28,24.8,130.87,161.47,16.53,11.48,0.03,0.0181,0.62,434.37,,
T,RP,Tectona grandis,5,165.8,0.51,2.31,1.31,20.83,22.28,24.8,130.87,161.47,16.53,11.48,0.04,0.0241,0.66,502.45,,
T,RP,Tectona grandis,5,165.8,0.51,2.31,1.31,23.64,22.28,24.8,130.87,161.47,16.53,11.48,0.05,0.0302,0.83,712.94,,
T,RP,Tectona grandis,5,165.8,0.51,2.31,1.31,21.62,22.28,24.8,130.87,161.47,16.53,11.48,0.06,0.0362,0.83,782.36,,
T,RP,Tectona grandis,5,165.8,0.51,2.31,1.31,24.8,22.28,24.8,130.87,161.47,16.53,11.48,0.07,0.0422,0.9,1046.96,,
T,RP,Tectona grandis,6,195.1,0.62,1.91,0.91,11.88,16.23,19.69,121.5,178.26,15.72,11.78,0.02,0.0103,0.02,121.8,,
T,RP,Tectona grandis,6,195.1,0.62,1.91,0.91,19.69,16.23,19.69,121.5,178.26,15.72,11.78,0.03,0.0154,0.27,302.8,,
T,RP,Tectona grandis,6,195.1,0.62,1.91,0.91,13.78,16.23,19.69,121.5,178.26,15.72,11.78,0.04,0.0205,0.28,282.55,,
T,RP,Tectona grandis,6,195.1,0.62,1.91,0.91,18.77,16.23,19.69,121.5,178.26,15.72,11.78,0.05,0.0256,0.52,481.14,,
T,RP,Tectona grandis,6,195.1,0.62,1.91,0.91,15.58,16.23,19.69,121.5,178.26,15.72,11.78,0.06,0.0308,0.53,479.2,,
T,RP,Tectona grandis,6,195.1,0.62,1.91,0.91,17.65,16.23,19.69,121.5,178.26,15.72,11.78,0.07,0.0359,0.59,633.09,,
T,RP,Tectona grandis,7,155,0.45,2.29,1.29,14.81,23.21,31.72,121.08,139.44,8,6.56,0.02,0.0129,0.24,191.12,,
T,RP,Tectona grandis,7,155,0.45,2.29,1.29,18.59,23.21,31.72,121.08,139.44,8,6.56,0.03,0.0194,0.38,359.85,,
T,RP,Tectona grandis,7,155,0.45,2.29,1.29,21.84,23.21,31.72,121.08,139.44,8,6.56,0.04,0.0258,0.53,563.52,,
T,RP,Tectona grandis,7,155,0.45,2.29,1.29,23.03,23.21,31.72,121.08,139.44,8,6.56,0.05,0.0323,0.67,743,,
T,RP,Tectona grandis,7,155,0.45,2.29,1.29,29.27,23.21,31.72,121.08,139.44,8,6.56,0.06,0.0387,0.75,1133.14,,
T,RP,Tectona grandis,7,155,0.45,2.29,1.29,31.72,23.21,31.72,121.08,139.44,8,6.56,0.07,0.0452,0.81,1432.52,,
T,RP,Tectona grandis,8,157,0.33,3.02,2.02,14.28,20.94,27.1,106.72,142.66,16.63,16.7,0.02,0.0127,0.25,181.94,,
T,RP,Tectona grandis,8,157,0.33,3.02,2.02,17.67,20.94,27.1,106.72,142.66,16.63,16.7,0.03,0.0191,0.49,337.72,,
T,RP,Tectona grandis,8,157,0.33,3.02,2.02,19.15,20.94,27.1,106.72,142.66,16.63,16.7,0.04,0.0255,0.57,488,,
T,RP,Tectona grandis,8,157,0.33,3.02,2.02,20.94,20.94,27.1,106.72,142.66,16.63,16.7,0.05,0.0318,0.85,666.85,,
T,RP,Tectona grandis,8,157,0.33,3.02,2.02,26.5,20.94,27.1,106.72,142.66,16.63,16.7,0.06,0.0382,1.04,1012.85,,
T,RP,Tectona grandis,8,157,0.33,3.02,2.02,27.1,20.94,27.1,106.72,142.66,16.63,16.7,0.07,0.0446,1.14,1208.31,,
T,RP,Tectona grandis,9,167,0.47,2.36,1.36,12.92,22.5,32.69,115.97,154.43,15.8,13.69,0.02,0.012,0.04,154.71,,
T,RP,Tectona grandis,9,167,0.47,2.36,1.36,15.96,22.5,32.69,115.97,154.43,15.8,13.69,0.03,0.018,0.29,286.72,,
T,RP,Tectona grandis,9,167,0.47,2.36,1.36,20.63,22.5,32.69,115.97,154.43,15.8,13.69,0.04,0.024,0.49,494.14,,
T,RP,Tectona grandis,9,167,0.47,2.36,1.36,24.31,22.5,32.69,115.97,154.43,15.8,13.69,0.05,0.0299,0.52,727.98,,
T,RP,Tectona grandis,9,167,0.47,2.36,1.36,28.51,22.5,32.69,115.97,154.43,15.8,13.69,0.06,0.0359,0.64,1024.14,,
T,RP,Tectona grandis,9,167,0.47,2.36,1.36,32.69,22.5,32.69,115.97,154.43,15.8,13.69,0.07,0.0419,0.78,1370.42,,
T,RP,Tectona grandis,10,164,0.43,2.42,1.42,6.61,12.66,18.81,117.68,139.99,11.1,9.79,0.02,0.0122,0.02,80.6,,
T,RP,Tectona grandis,10,164,0.43,2.42,1.42,9,12.66,18.81,117.68,139.99,11.1,9.79,0.03,0.0183,0.23,164.6,,
T,RP,Tectona grandis,10,164,0.43,2.42,1.42,11.01,12.66,18.81,117.68,139.99,11.1,9.79,0.04,0.0244,0.43,268.46,,
T,RP,Tectona grandis,10,164,0.43,2.42,1.42,13.85,12.66,18.81,117.68,139.99,11.1,9.79,0.05,0.0305,0.61,422.19,,
T,RP,Tectona grandis,10,164,0.43,2.42,1.42,16.67,12.66,18.81,117.68,139.99,11.1,9.79,0.06,0.0366,0.76,609.96,,
T,RP,Tectona grandis,10,164,0.43,2.42,1.42,18.81,12.66,18.81,117.68,139.99,11.1,9.79,0.07,0.0427,0.83,802.73,,
S,RP,Melia toosendan,1,183,0.58,1.64,0.64,8.04,6.78,8.33,NA,NA,NA,NA,0.02,0.0109,0.42,87.91,,
S,RP,Melia toosendan,1,183,0.58,1.64,0.64,5.37,6.78,8.33,NA,NA,NA,NA,0.03,0.0164,0.52,88.01,,
S,RP,Melia toosendan,1,183,0.58,1.64,0.64,5.24,6.78,8.33,NA,NA,NA,NA,0.04,0.0219,0.57,114.58,,
S,RP,Melia toosendan,1,183,0.58,1.64,0.64,6.57,6.78,8.33,NA,NA,NA,NA,0.05,0.0273,0.72,179.46,,
S,RP,Melia toosendan,1,183,0.58,1.64,0.64,7.14,6.78,8.33,NA,NA,NA,NA,0.06,0.0328,0.85,234.26,,
S,RP,Melia toosendan,1,183,0.58,1.64,0.64,8.33,6.78,8.33,NA,NA,NA,NA,0.07,0.0383,0.91,318.6,,
S,RP,Melia toosendan,2,237,0.58,1.67,0.67,6.78,5.72,7.01,NA,NA,NA,NA,0.02,0.0084,0.09,57.25,,
S,RP,Melia toosendan,2,237,0.58,1.67,0.67,4.5,5.72,7.01,NA,NA,NA,NA,0.03,0.0127,0.13,56.96,,
S,RP,Melia toosendan,2,237,0.58,1.67,0.67,4.22,5.72,7.01,NA,NA,NA,NA,0.04,0.0169,0.16,71.15,,
S,RP,Melia toosendan,2,237,0.58,1.67,0.67,5.46,5.72,7.01,NA,NA,NA,NA,0.05,0.0211,0.21,115.28,,
S,RP,Melia toosendan,2,237,0.58,1.67,0.67,6.38,5.72,7.01,NA,NA,NA,NA,0.06,0.0253,0.24,161.41,,
S,RP,Melia toosendan,2,237,0.58,1.67,0.67,7.01,5.72,7.01,NA,NA,NA,NA,0.07,0.0295,0.29,207,,
S,RP,Melia toosendan,3,162,0.47,1.8,0.8,20.14,15.36,20.14,NA,NA,NA,NA,0.02,0.0123,0.22,248.6,,
S,RP,Melia toosendan,3,162,0.47,1.8,0.8,12.68,15.36,20.14,NA,NA,NA,NA,0.03,0.0185,NA,NA,0,0
S,RP,Melia toosendan,3,162,0.47,1.8,0.8,11.94,15.36,20.14,NA,NA,NA,NA,0.04,0.0247,0.31,294.94,,
S,RP,Melia toosendan,3,162,0.47,1.8,0.8,14.95,15.36,20.14,NA,NA,NA,NA,0.05,0.0309,0.4,461.55,,
S,RP,Melia toosendan,3,162,0.47,1.8,0.8,15,15.36,20.14,NA,NA,NA,NA,0.06,0.037,0.39,555.55,,
S,RP,Melia toosendan,3,162,0.47,1.8,0.8,17.46,15.36,20.14,NA,NA,NA,NA,0.07,0.0432,0.48,754.28,,
S,RP,Melia toosendan,4,205,0.57,1.64,0.64,2.17,2.32,3.89,NA,NA,NA,NA,0.02,0.0098,NA,NA,0,0
S,RP,Melia toosendan,4,205,0.57,1.64,0.64,1.66,2.32,3.89,NA,NA,NA,NA,0.03,0.0146,NA,NA,0,0
S,RP,Melia toosendan,4,205,0.57,1.64,0.64,1.54,2.32,3.89,NA,NA,NA,NA,0.04,0.0195,0.06,30.08,,
S,RP,Melia toosendan,4,205,0.57,1.64,0.64,1.68,2.32,3.89,NA,NA,NA,NA,0.05,0.0244,0.07,41.03,,
S,RP,Melia toosendan,4,205,0.57,1.64,0.64,2.97,2.32,3.89,NA,NA,NA,NA,0.06,0.0293,0.16,86.87,,
S,RP,Melia toosendan,4,205,0.57,1.64,0.64,3.89,2.32,3.89,NA,NA,NA,NA,0.07,0.0341,0.23,132.85,,
S,RP,Melia toosendan,5,229,0.58,1.55,0.55,8.93,9.16,15.83,NA,NA,NA,NA,0.02,0.0087,0.3,77.96,,
S,RP,Melia toosendan,5,229,0.58,1.55,0.55,6.89,9.16,15.83,NA,NA,NA,NA,0.03,0.0131,0.42,90.24,,
S,RP,Melia toosendan,5,229,0.58,1.55,0.55,6.09,9.16,15.83,NA,NA,NA,NA,0.04,0.0175,0.6,106.37,,
S,RP,Melia toosendan,5,229,0.58,1.55,0.55,7.28,9.16,15.83,NA,NA,NA,NA,0.05,0.0218,0.63,158.91,,
S,RP,Melia toosendan,5,229,0.58,1.55,0.55,9.94,9.16,15.83,NA,NA,NA,NA,0.06,0.0262,0.72,260.47,,
S,RP,Melia toosendan,5,229,0.58,1.55,0.55,15.83,9.16,15.83,NA,NA,NA,NA,0.07,0.0306,0.96,483.8,,
S,RP,Melia toosendan,6,201,0.55,1.66,0.66,5.55,6.34,10.95,NA,NA,NA,NA,0.02,0.01,0.19,55.25,,
S,RP,Melia toosendan,6,201,0.55,1.66,0.66,4.85,6.34,10.95,NA,NA,NA,NA,0.03,0.0149,0.28,72.32,,
S,RP,Melia toosendan,6,201,0.55,1.66,0.66,5.03,6.34,10.95,NA,NA,NA,NA,0.04,0.0199,0.36,100.07,,
S,RP,Melia toosendan,6,201,0.55,1.66,0.66,5.56,6.34,10.95,NA,NA,NA,NA,0.05,0.0249,0.37,138.24,,
S,RP,Melia toosendan,6,201,0.55,1.66,0.66,6.13,6.34,10.95,NA,NA,NA,NA,0.06,0.0299,0.4,183.13,,
S,RP,Melia toosendan,6,201,0.55,1.66,0.66,10.95,6.34,10.95,NA,NA,NA,NA,0.07,0.0348,0.56,381.28,,
T,Pa,Areca catechu,1,231,0.48,2.1,1.1,0.77,1.33,2.05,163.76,182.04,2.38,1.11,0.03,0.013,0,9.99,,
T,Pa,Areca catechu,1,231,0.48,2.1,1.1,0.9,1.33,2.05,163.76,182.04,2.38,1.11,0.04,0.0173,0.04,15.62,,
T,Pa,Areca catechu,1,231,0.48,2.1,1.1,1.06,1.33,2.05,163.76,182.04,2.38,1.11,0.05,0.0216,0.15,22.84,,
T,Pa,Areca catechu,1,231,0.48,2.1,1.1,1.61,1.33,2.05,163.76,182.04,2.38,1.11,0.06,0.026,0.3,41.84,,
T,Pa,Areca catechu,1,231,0.48,2.1,1.1,1.57,1.33,2.05,163.76,182.04,2.38,1.11,0.07,0.0303,0.42,47.52,,
T,Pa,Areca catechu,1,231,0.48,2.1,1.1,2.05,1.33,2.05,163.76,182.04,2.38,1.11,0.08,0.0346,0.49,71.1,,
T,Pa,Areca catechu,2,201,0.33,3.07,2.07,0.53,0.74,0.9,138.14,148.57,1.77,1.16,0.03,0.0149,0.03,7.89,,
T,Pa,Areca catechu,2,201,0.33,3.07,2.07,0.59,0.74,0.9,138.14,148.57,1.77,1.16,0.04,0.0199,0.06,11.77,,
T,Pa,Areca catechu,2,201,0.33,3.07,2.07,0.67,0.74,0.9,138.14,148.57,1.77,1.16,0.05,0.0249,0.15,16.58,,
T,Pa,Areca catechu,2,201,0.33,3.07,2.07,0.85,0.74,0.9,138.14,148.57,1.77,1.16,0.06,0.0299,0.28,25.32,,
T,Pa,Areca catechu,2,201,0.33,3.07,2.07,0.9,0.74,0.9,138.14,148.57,1.77,1.16,0.07,0.0348,0.37,31.33,,
T,Pa,Areca catechu,2,201,0.33,3.07,2.07,0.88,0.74,0.9,138.14,148.57,1.77,1.16,0.08,0.0398,0.42,35.21,,
T,Pa,Areca catechu,3,230,0.4,2.5,1.5,0.91,0.93,1.05,152.85,164.94,2.18,1.16,0.03,0.013,0.01,11.91,,
T,Pa,Areca catechu,3,230,0.4,2.5,1.5,0.95,0.93,1.05,152.85,164.94,2.18,1.16,0.04,0.0174,0.02,16.58,,
T,Pa,Areca catechu,3,230,0.4,2.5,1.5,0.98,0.93,1.05,152.85,164.94,2.18,1.16,0.05,0.0217,0.06,21.23,,
T,Pa,Areca catechu,3,230,0.4,2.5,1.5,1.05,0.93,1.05,152.85,164.94,2.18,1.16,0.06,0.0261,0.12,27.36,,
T,Pa,Areca catechu,3,230,0.4,2.5,1.5,0.85,0.93,1.05,152.85,164.94,2.18,1.16,0.07,0.0304,NA,NA,0,0
T,Pa,Areca catechu,3,230,0.4,2.5,1.5,0.81,0.93,1.05,152.85,164.94,2.18,1.16,0.08,0.0348,NA,NA,0,0
T,Pa,Areca catechu,4,225,0.33,3.17,2.17,0,0.73,1.19,149.76,159.24,1.37,0.83,0.03,0.0133,NA,NA,0,0
T,Pa,Areca catechu,4,225,0.33,3.17,2.17,0.42,0.73,1.19,149.76,159.24,1.37,0.83,0.04,0.0178,NA,NA,0,0
T,Pa,Areca catechu,4,225,0.33,3.17,2.17,0.9,0.73,1.19,149.76,159.24,1.37,0.83,0.05,0.0222,0.03,20.11,,
T,Pa,Areca catechu,4,225,0.33,3.17,2.17,1.19,0.73,1.19,149.76,159.24,1.37,0.83,0.06,0.0267,0.09,31.71,,
T,Pa,Areca catechu,4,225,0.33,3.17,2.17,1.03,0.73,1.19,149.76,159.24,1.37,0.83,0.07,0.0311,0.15,32.15,,
T,Pa,Areca catechu,4,225,0.33,3.17,2.17,0.8,0.73,1.19,149.76,159.24,1.37,0.83,0.1,0.0444,0.19,35.54,,
T,Pa,Areca catechu,5,214,0.38,2.74,1.74,1.19,2.13,2.87,237.24,257.68,3.48,0.77,0.03,0.014,NA,NA,0,0
T,Pa,Areca catechu,5,214,0.38,2.74,1.74,2.18,2.13,2.87,237.24,257.68,3.48,0.77,0.04,0.0187,0.14,40.83,,
T,Pa,Areca catechu,5,214,0.38,2.74,1.74,2.87,2.13,2.87,237.24,257.68,3.48,0.77,0.05,0.0234,0.29,67.12,,
T,Pa,Areca catechu,5,214,0.38,2.74,1.74,2.53,2.13,2.87,237.24,257.68,3.48,0.77,0.06,0.028,NA,NA,0,0
T,Pa,Areca catechu,5,214,0.38,2.74,1.74,2.31,2.13,2.87,237.24,257.68,3.48,0.77,0.07,0.0327,NA,NA,0,0
T,Pa,Areca catechu,5,214,0.38,2.74,1.74,1.7,2.13,2.87,237.24,257.68,3.48,0.77,0.1,0.0467,NA,NA,0,0
T,Pa,Areca catechu,6,174,0.44,2.42,1.42,0.88,1.21,1.52,144.22,155.42,1.25,0.75,0.03,0.0172,NA,NA,0,0
T,Pa,Areca catechu,6,174,0.44,2.42,1.42,1.52,1.21,1.52,144.22,155.42,1.25,0.75,0.04,0.023,0.13,34.94,,
T,Pa,Areca catechu,6,174,0.44,2.42,1.42,1.29,1.21,1.52,144.22,155.42,1.25,0.75,0.05,0.0287,NA,NA,0,0
T,Pa,Areca catechu,6,174,0.44,2.42,1.42,1.36,1.21,1.52,144.22,155.42,1.25,0.75,0.06,0.0345,NA,NA,0,0
T,Pa,Areca catechu,6,174,0.44,2.42,1.42,1.26,1.21,1.52,144.22,155.42,1.25,0.75,0.07,0.0402,0.19,50.78,,
T,Pa,Areca catechu,6,174,0.44,2.42,1.42,0.94,1.21,1.52,144.22,155.42,1.25,0.75,0.1,0.0575,NA,NA,0,0
T,Pa,Caryota mitis,1,193,0.22,3.95,2.95,0.07,0.45,0.88,144.57,176.05,3.25,1.88,0.02,0.0104,NA,NA,0,0
T,Pa,Caryota mitis,1,193,0.22,3.95,2.95,0.16,0.45,0.88,144.57,176.05,3.25,1.88,0.03,0.0155,NA,NA,0,0
T,Pa,Caryota mitis,1,193,0.22,3.95,2.95,0.28,0.45,0.88,144.57,176.05,3.25,1.88,0.04,0.0207,NA,NA,0,0
T,Pa,Caryota mitis,1,193,0.22,3.95,2.95,0.61,0.45,0.88,144.57,176.05,3.25,1.88,0.05,0.0259,0.19,15.77,,
T,Pa,Caryota mitis,1,193,0.22,3.95,2.95,0.72,0.45,0.88,144.57,176.05,3.25,1.88,0.06,0.0311,0.34,22.32,,
T,Pa,Caryota mitis,1,193,0.22,3.95,2.95,0.88,0.45,0.88,144.57,176.05,3.25,1.88,0.07,0.0363,0.57,31.83,,
T,Pa,Caryota mitis,2,197,0.26,4.1,3.1,0.07,0.21,0.33,165.93,175.72,3.48,1.6,0.02,0.0102,NA,NA,0,0
T,Pa,Caryota mitis,2,197,0.26,4.1,3.1,0.1,0.21,0.33,165.93,175.72,3.48,1.6,0.03,0.0152,NA,NA,0,0
T,Pa,Caryota mitis,2,197,0.26,4.1,3.1,0.14,0.21,0.33,165.93,175.72,3.48,1.6,0.04,0.0203,NA,NA,0,0
T,Pa,Caryota mitis,2,197,0.26,4.1,3.1,0.33,0.21,0.33,165.93,175.72,3.48,1.6,0.05,0.0254,0.21,8.26,,
T,Pa,Caryota mitis,2,197,0.26,4.1,3.1,0.32,0.21,0.33,165.93,175.72,3.48,1.6,0.06,0.0305,0.35,9.65,,
T,Pa,Caryota mitis,2,197,0.26,4.1,3.1,0.3,0.21,0.33,165.93,175.72,3.48,1.6,0.07,0.0355,0.39,10.77,,
T,Pa,Caryota mitis,3,217,0.27,3.86,2.86,0.26,0.85,1.35,198.87,214.03,2.1,0.66,0.02,0.0092,NA,NA,0,0
T,Pa,Caryota mitis,3,217,0.27,3.86,2.86,0.33,0.85,1.35,198.87,214.03,2.1,0.66,0.03,0.0138,NA,NA,0,0
T,Pa,Caryota mitis,3,217,0.27,3.86,2.86,0.52,0.85,1.35,198.87,214.03,2.1,0.66,0.04,0.0184,0.02,9.56,,
T,Pa,Caryota mitis,3,217,0.27,3.86,2.86,1.29,0.85,1.35,198.87,214.03,2.1,0.66,0.05,0.023,0.34,29.61,,
T,Pa,Caryota mitis,3,217,0.27,3.86,2.86,1.35,0.85,1.35,198.87,214.03,2.1,0.66,0.06,0.0276,0.49,37.44,,
T,Pa,Caryota mitis,3,217,0.27,3.86,2.86,1.35,0.85,1.35,198.87,214.03,2.1,0.66,0.07,0.0323,0.66,43.41,,
T,Pa,Caryota mitis,4,170,0.32,3.96,2.96,0.06,0.34,0.66,178.08,189.31,1.82,0.72,0.02,0.0118,NA,NA,0,0
T,Pa,Caryota mitis,4,170,0.32,3.96,2.96,0.14,0.34,0.66,178.08,189.31,1.82,0.72,0.03,0.0176,NA,NA,0,0
T,Pa,Caryota mitis,4,170,0.32,3.96,2.96,0.24,0.34,0.66,178.08,189.31,1.82,0.72,0.04,0.0235,NA,NA,0,0
T,Pa,Caryota mitis,4,170,0.32,3.96,2.96,0.37,0.34,0.66,178.08,189.31,1.82,0.72,0.05,0.0294,0.14,10.86,,
T,Pa,Caryota mitis,4,170,0.32,3.96,2.96,0.59,0.34,0.66,178.08,189.31,1.82,0.72,0.06,0.0353,0.31,20.69,,
T,Pa,Caryota mitis,4,170,0.32,3.96,2.96,0.66,0.34,0.66,178.08,189.31,1.82,0.72,0.07,0.0412,0.45,27.13,,
T,Pa,Caryota mitis,5,193,0.21,4.96,3.96,0.09,0.34,0.6,165.42,176.01,1.56,0.72,0.02,0.0104,NA,NA,0,0
T,Pa,Caryota mitis,5,193,0.21,4.96,3.96,0.17,0.34,0.6,165.42,176.01,1.56,0.72,0.03,0.0155,NA,NA,0,0
T,Pa,Caryota mitis,5,193,0.21,4.96,3.96,0.26,0.34,0.6,165.42,176.01,1.56,0.72,0.04,0.0207,NA,NA,0,0
T,Pa,Caryota mitis,5,193,0.21,4.96,3.96,0.37,0.34,0.6,165.42,176.01,1.56,0.72,0.05,0.0259,0.14,9.55,,
T,Pa,Caryota mitis,5,193,0.21,4.96,3.96,0.6,0.34,0.6,165.42,176.01,1.56,0.72,0.06,0.0311,0.31,18.75,,
T,Pa,Caryota mitis,5,193,0.21,4.96,3.96,0.57,0.34,0.6,165.42,176.01,1.56,0.72,0.07,0.0363,0.46,20.69,,
T,Pa,Caryota mitis,6,177,0.35,3.51,2.51,0.08,0.6,1.12,172.6,192.18,2.83,1.33,0.02,0.0113,NA,NA,0,0
T,Pa,Caryota mitis,6,177,0.35,3.51,2.51,0.19,0.6,1.12,172.6,192.18,2.83,1.33,0.03,0.0169,NA,NA,0,0
T,Pa,Caryota mitis,6,177,0.35,3.51,2.51,0.46,0.6,1.12,172.6,192.18,2.83,1.33,0.04,0.0226,0.02,10.35,,
T,Pa,Caryota mitis,6,177,0.35,3.51,2.51,0.69,0.6,1.12,172.6,192.18,2.83,1.33,0.05,0.0282,0.29,19.42,,
T,Pa,Caryota mitis,6,177,0.35,3.51,2.51,1.12,0.6,1.12,172.6,192.18,2.83,1.33,0.06,0.0339,0.37,37.89,,
T,Pa,Caryota mitis,6,177,0.35,3.51,2.51,1.07,0.6,1.12,172.6,192.18,2.83,1.33,0.07,0.0395,0.69,42.42,,
T,Pa,Archontophoenix alexandrae,1,171,0.17,6.07,5.07,2.97,3.45,4.21,139.27,169.33,1.96,1.22,0.03,0.0175,0.09,52.08,,
T,Pa,Archontophoenix alexandrae,1,171,0.17,6.07,5.07,4.03,3.45,4.21,139.27,169.33,1.96,1.22,0.04,0.0234,0.11,94.17,,
T,Pa,Archontophoenix alexandrae,1,171,0.17,6.07,5.07,4.21,3.45,4.21,139.27,169.33,1.96,1.22,0.05,0.0292,0.18,123.12,,
T,Pa,Archontophoenix alexandrae,1,171,0.17,6.07,5.07,3.87,3.45,4.21,139.27,169.33,1.96,1.22,0.06,0.0351,0.15,135.95,,
